,categories,genres,id,is_free,playtime_forever,price,purchase_date,release_date,tags,total_negative_reviews,total_positive_reviews
148,"Single-player,Steam Achievements,Steam Trading Cards,Captions available",Adventure,148,False,0.0,3700,2019-07-18,2015-08-31,"Adventure,Horror,Point & Click,Sci-fi,Isometric,Story Rich,Atmospheric,Singleplayer,Space,Puzzle,2D,Psychological Horror,Classic,2.5D,Post-apocalyptic,Fantasy,Retro,Gore,Indie,Kickstarter",171.0,612.0
149,"Single-player,Multi-player,Online Multi-Player,Local Multi-Player,Cross-Platform Multiplayer,Steam Achievements,Steam Cloud,Includes level editor","Casual,Indie,Simulation,Strategy,Early Access",149,False,1.95,9000,2017-10-02,2016-02-25,"Early Access,Base Building,Resource Management,Sandbox,Crafting,Strategy,Survival,Multiplayer,Management,Open World,Automation,Co-op,Moddable,Early Access,Trains,Singleplayer,Simulation,Indie,Sci-fi,Aliens",678.0,42599.0
150,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Adventure,Indie",150,False,0.0,4200,2018-04-06,2017-04-18,"Choices Matter,Choose Your Own Adventure,FMV,Story Rich,Multiple Endings,Interactive Fiction,Adventure,Crime,Movie,Singleplayer,Indie,Violent,Thriller,Realistic,Horror,Nudity",515.0,3936.0
151,"Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Leaderboards","Adventure,Indie",151,False,1.6833333330000002,3400,2017-06-23,2016-04-22,"Indie,Sci-fi,Great Soundtrack,Story Rich,Adventure,Cute,Atmospheric,Exploration,Puzzle,Visual Novel,Nature,Space,Narration,Robots",85.0,525.0
152,"Single-player,Steam Trading Cards,Partial Controller Support","Action,Adventure",152,False,0.0,6800,2018-03-23,2013-05-01,"FPS,1980s,Comedy,Open World,Action,Great Soundtrack,Singleplayer,Shooter,Adventure,Cyberpunk,Sci-fi,Stealth,Retro,Funny,First-Person,Dragons,Futuristic,Atmospheric,Parody,Post-apocalyptic",1192.0,8631.0
153,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Leaderboards","Action,RPG,Simulation",153,False,0.166666667,8800,2018-06-21,2015-04-27,"Zombies,Survival,Open World,Base Building,Action,Post-apocalyptic,Singleplayer,RPG,Third Person,Simulation,Multiplayer,Sandbox,Survival Horror,Atmospheric,Crafting,Gore,Adventure,Co-op,Perma Death,Great Soundtrack",1092.0,3533.0
154,"Single-player,Steam Achievements,Steam Trading Cards","Indie,RPG,Strategy",154,False,0.966666667,9900,2018-12-07,2015-11-20,"Strategy,Turn-Based,RPG,Survival,Turn-Based Strategy,Fantasy,Card Game,Indie,4X,Crafting,Singleplayer,Dark Fantasy,Hex Grid,Choices Matter,Replay Value,Resource Management,Rogue-like,Co-op,Mythology,Early Access",260.0,2355.0
155,"Single-player,Steam Trading Cards,Captions available,Steam Cloud","Action,Adventure,Casual,Indie,RPG,Strategy",155,False,0.1,3200,2018-06-21,2015-02-13,"RPG,Indie,Retro,Adventure,Text-Based,Rogue-like,Great Soundtrack,Dungeon Crawler,Rogue-lite,Strategy,Loot,Action,Casual,Strategy RPG,Singleplayer,Turn-Based,Funny",52.0,798.0
156,"Single-player,Steam Achievements","Violent,Gore,Adventure,Casual,Free to Play,Indie",156,True,0.0,0,2019-07-18,2017-01-24,"Free to Play,Horror,Adventure,Point & Click,Gore,Casual,Indie,Violent,Isometric,Sci-fi,Singleplayer,Female Protagonist,2D,Atmospheric,Fantasy,Dark Fantasy,Post-apocalyptic,Retro,2.5D,Story Rich",91.0,351.0
157,"Single-player,Multi-player,Online Multi-Player,MMO,Co-op,Online Co-op,Steam Trading Cards,Steam Workshop,In-App Purchases","Action,Adventure,Casual,Free to Play,Indie,Massively Multiplayer,RPG,Simulation",157,True,0.2,0,2018-01-19,2017-05-08,"Free to Play,Survival,Multiplayer,Open World,Building,Sandbox,Crafting,Adventure,First-Person,Co-op,Action,Massively Multiplayer,Singleplayer,RPG,Indie,Casual,Simulation,Early Access,Voxel,Zombies",310.0,1719.0
158,"Single-player,Steam Achievements,Steam Trading Cards,Captions available,Partial Controller Support,Steam Cloud,Commentary available","Action,RPG",158,False,3.233333333,6800,2017-06-23,2013-10-25,"Cyberpunk,Stealth,RPG,Sci-fi,FPS,Action,Singleplayer,Story Rich,Great Soundtrack,Transhumanism,Dystopian,First-Person,Masterpiece,Atmospheric,Adventure,Inventory Management,Shooter,Futuristic,Replay Value,Open World",1087.0,11486.0
159,"Single-player,Co-op,Steam Achievements,Partial Controller Support,Steam Cloud,Valve Anti-Cheat enabled,Steam Leaderboards",Action,159,False,0.0,6800,2018-01-30,2011-06-09,"Action,Destruction,Third Person,Sci-fi,Third-Person Shooter,Singleplayer,Shooter,Co-op,Mars,Aliens,Multiplayer,Adventure,Linear,FPS,Masterpiece,Horror,Open World",547.0,1293.0
160,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud",Action,160,False,12.76666667,6800,2017-06-12,2014-08-27,"Post-apocalyptic,Atmospheric,FPS,Action,Story Rich,Singleplayer,Horror,First-Person,Shooter,Stealth,Based On A Novel,Survival Horror,Adventure,Survival,Remake,Masterpiece,Gore,Mature,Classic,Multiplayer",6151.0,25689.0
161,"Single-player,Multi-player,Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards","Action,Adventure",161,False,10.0,15800,2017-11-22,2017-02-13,"Sniper,Shooter,World War II,Stealth,Multiplayer,Action,Co-op,War,Open World,Singleplayer,Third-Person Shooter,Adventure,Third Person,FPS,Gore,Tactical,Strategy,Violent,Atmospheric,Nudity",1788.0,11102.0
162,"Single-player,Steam Achievements","Adventure,Indie",162,False,0.0,2200,2018-09-16,2017-06-02,"Adventure,Indie,Point & Click,Female Protagonist,Story Rich,Psychological,Atmospheric,Great Soundtrack,Horror,Psychological Horror,Visual Novel,Survival Horror,2D,Short",40.0,340.0
163,"Single-player,Multi-player,Online Multi-Player,Co-op,Online Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Action,Adventure,Indie,RPG",163,False,51.28333333,3600,2017-05-28,2011-05-16,"Sandbox,Survival,2D,Adventure,Multiplayer,Crafting,Building,Pixel Graphics,Exploration,Co-op,Open World,Indie,Action,Online Co-Op,RPG,Singleplayer,Platformer,Replay Value,Atmospheric,Family Friendly",6414.0,221277.0
164,"Multi-player,Co-op,Steam Workshop,Partial Controller Support,Stats,Steam Leaderboards,Includes level editor","Action,Adventure,Indie,Massively Multiplayer,RPG,Strategy",164,False,0.0,13800,2019-06-15,2017-08-29,"Free to Play,Survival,Dinosaurs,Multiplayer,Open World,Action,Adventure,Massively Multiplayer,Early Access,PvP,Dragons,Crafting,RPG,First-Person,Strategy,Singleplayer,Exploration,FPS,Sandbox,Indie",721.0,1232.0
165,"Single-player,Steam Achievements,Partial Controller Support,Stats,Steam Leaderboards","Action,Indie",165,False,0.0,4800,2017-09-23,2012-07-12,"FPS,Cyberpunk,Action,Sci-fi,Shooter,Indie,Singleplayer,First-Person,Dystopian,Robots,Difficult,3D Vision,Old School,Atmospheric",498.0,2492.0
166,"Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud","Adventure,Indie",166,False,0.0,3100,2018-04-21,2017-03-07,"Adventure,Indie,Puzzle,Point & Click",26.0,84.0
167,"Single-player,Steam Achievements,Steam Trading Cards,In-App Purchases,Steam Cloud,Stats","Adventure,Casual,Free to Play,Indie,RPG,Simulation,Strategy",167,True,24.93333333,0,2015-09-17,2015-05-13,"Clicker,Free to Play,Singleplayer,Casual,2D,Indie,Funny,Addictive,RPG,Adventure,Fantasy,Family Friendly,Strategy,Simulation,Multiplayer,Touch-Friendly,Action,Management,Illuminati,Co-op",84.0,785.0
168,"Single-player,Multi-player,Online Multi-Player,Local Multi-Player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards","Action,Adventure,RPG",168,False,1.766666667,12500,2018-10-28,2018-08-01,"Story Rich,Action,Beat 'em up,Great Soundtrack,Open World,Crime,RPG,Violent,Minigames,Mature,Funny,Singleplayer,Adventure,Sexual Content,Comedy,Drama,Third Person,Atmospheric,Anime,Dating Sim",1135.0,9255.0
169,"Single-player,Multi-player,Co-op,Steam Achievements,Steam Trading Cards,Steam Cloud,Includes level editor","RPG,Strategy",169,False,0.5,16900,2018-10-30,2017-12-07,"RPG,Strategy,RTS,Fantasy,Singleplayer,Multiplayer,Atmospheric,Open World,Great Soundtrack,Co-op,Adventure,Character Customization,Isometric,CRPG,Story Rich,Nudity,Building,Action",634.0,1544.0
170,"Single-player,Steam Achievements,Steam Cloud,Steam Leaderboards","Casual,Indie,Strategy",170,False,2.5,2600,2019-04-09,2019-04-04,"Relaxing,Strategy,City Builder,Indie,Building,Puzzle,Minimalist,Beautiful,Singleplayer,Atmospheric,Addictive,Colorful,Score Attack,Replay Value,Procedural Generation,3D,Turn-Based Strategy,Top-Down,Exploration,Turn-Based",255.0,4245.0
171,"Single-player,Steam Achievements,Full controller support,Steam Cloud","Action,Adventure",171,False,0.0,12500,2018-07-02,2013-10-24,"Adventure,Action,Post-apocalyptic,Story Rich,Singleplayer,Hack and Slash,Third Person,Action-Adventure,Sci-fi,Atmospheric,Robots,Platformer,Great Soundtrack,Parkour,Masterpiece,Female Protagonist,3D Platformer,Controller,3D Vision,Linear",469.0,2807.0
172,"Single-player,Multi-player,Co-op,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Simulation,Strategy",172,False,0.0,13400,2019-06-27,2017-10-13,"Strategy,RTS,Villain Protagonist,Fantasy,Simulation,Management,Comedy,Base Building,Economy,Multiplayer,RPG,Co-op,Funny,Dungeon Crawler,Female Protagonist,Dark Humor,God Game,Memes,Online Co-Op,Tower Defense",423.0,6992.0
173,"Single-player,Steam Achievements,Full controller support",Adventure,173,False,1.75,5000,2018-02-05,2013-10-11,"Adventure,Detective,Story Rich,Episodic,Point & Click,Noir,Mature,Comic Book,Singleplayer,Choose Your Own Adventure,Atmospheric,Mystery,Dark,Cinematic,Masterpiece,Fantasy,Quick-Time Events,Great Soundtrack,Nudity,Cartoony",445.0,17278.0
174,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Action,Adventure,Indie",174,False,0.0,6800,2017-10-19,2016-08-24,"Adventure,First-Person,Exploration,Parkour,Singleplayer,Indie,Open World,Great Soundtrack,Atmospheric,Action,Sci-fi,Walking Simulator,3D Platformer,Story Rich,Horror,Short,Magic,Platformer,Survival",397.0,4075.0
175,"Single-player,Multi-player,Co-op,Cross-Platform Multiplayer,Steam Trading Cards","Adventure,RPG,Strategy",175,False,0.0,6800,2018-06-03,2014-10-30,"RPG,Fantasy,Isometric,Adventure,Classic,Party-Based RPG,Dungeons & Dragons,Strategy,CRPG,Real-Time with Pause,Story Rich,Singleplayer,Character Customization,Co-op,Great Soundtrack,Old School,Multiplayer,Magic,Medieval,Atmospheric",130.0,754.0
176,"Single-player,Steam Achievements,Partial Controller Support,Steam Cloud",RPG,176,False,0.0,12900,2019-06-27,2016-10-27,"Open World,RPG,Adventure,Singleplayer,Fantasy,Dragons,Character Customization,Moddable,Story Rich,Magic,First-Person,Atmospheric,Action,Great Soundtrack,Third Person,Stealth,Classic,Remake,Female Protagonist,Walking Simulator",2645.0,15695.0
177,"Single-player,Multi-player,Co-op,Shared/Split Screen,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,Steam Cloud,Stats,Steam Leaderboards,Includes level editor","Indie,RPG",177,False,0.083333333,3600,2016-11-28,2014-12-04,"RPG,Indie,Hack and Slash,Co-op,Level Editor,Dragons,Local Co-Op,Multiplayer,Action RPG,Fantasy,Split Screen,Adventure,Action,Loot,Singleplayer,Early Access,Dungeon Crawler,Online Co-Op,Isometric",195.0,757.0
178,"Single-player,Steam Achievements,Steam Trading Cards,Captions available","Adventure,Indie",178,False,0.0,3600,2017-06-28,2014-07-24,"Indie,Pixel Graphics,Point & Click,Sci-fi,Adventure,Story Rich,Difficult,Dark,Choices Matter,Singleplayer,Thriller,Puzzle,Strategy,Survival,Atmospheric,Resource Management,Masterpiece,2D,Gore,Great Soundtrack",497.0,1261.0
179,"Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud","Adventure,Indie",179,False,0.05,8800,2017-12-07,2017-08-15,"Cyberpunk,Psychological Horror,Horror,Atmospheric,Sci-fi,Story Rich,First-Person,Adventure,Walking Simulator,Dystopian,Singleplayer,Violent,Detective,Futuristic,Indie,Dark,Gore,Stealth,Nudity,Survival",475.0,2209.0
180,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Action,Adventure",180,False,0.0,9900,2019-07-20,2017-05-04,"Sci-fi,Space,Singleplayer,Atmospheric,Horror,FPS,Action,First-Person,Story Rich,Exploration,Aliens,Futuristic,Open World,Survival Horror,Adventure,Stealth,Psychological Horror,RPG,Immersive Sim,Great Soundtrack",1746.0,12537.0
181,"Single-player,Local Multi-Player,Co-op,Local Co-op,Shared/Split Screen,Steam Achievements,Full controller support","Indie,Simulation,Strategy",181,False,0.333333333,5700,2017-12-07,2019-02-12,"Strategy,Indie,Pixel Graphics,Simulation,Political,Action,2D,RTS,Historical,Multiplayer,Early Access,Violent",222.0,514.0
182,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Commentary available","Action,RPG",182,False,0.0,6400,2018-03-28,2016-09-15,"FPS,Story Rich,Atmospheric,Singleplayer,Action,Horror,First-Person,Shooter,Dystopian,Underwater,RPG,Sci-fi,Steampunk,Dark,Remake,Adventure,Classic,Great Soundtrack,Alternate History,Choices Matter",4014.0,7687.0
183,"Single-player,Local Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Action,Adventure,Indie",183,False,14.43333333,5400,2018-07-21,2018-05-15,"Pixel Graphics,Rogue-like,Action,Dungeon Crawler,Adventure,Magic,Local Co-Op,Indie,Rogue-lite,Multiplayer,Hack and Slash,Difficult,2D,Local Multiplayer,Co-op,Procedural Generation,Singleplayer,RPG,Fast-Paced,Great Soundtrack",480.0,4526.0
184,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud",Action,184,False,0.0,12900,2019-07-24,2016-11-11,"Stealth,First-Person,Action,Assassin,Singleplayer,Steampunk,Atmospheric,Story Rich,Female Protagonist,Magic,Parkour,Supernatural,Open World,Adventure,Great Soundtrack,Exploration,Gore,Heist,Dystopian,Immersive Sim",2868.0,12554.0
185,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud",RPG,185,False,0.833333333,12700,2019-02-10,2015-05-18,"Open World,RPG,Story Rich,Atmospheric,Mature,Fantasy,Adventure,Singleplayer,Choices Matter,Masterpiece,Nudity,Great Soundtrack,Third Person,Action,Medieval,Multiple Endings,Action RPG,Dark Fantasy,Magic,Dark",4982.0,210988.0
186,"Single-player,Steam Trading Cards,Captions available","Adventure,Indie",186,False,4.216666667,4800,2018-06-21,2015-12-21,"Visual Novel,Indie,Adventure,Detective,Story Rich,Mystery,Comedy,Singleplayer,Multiple Endings,Hand-drawn,2D,Choices Matter,Great Soundtrack,Historical",38.0,683.0
187,Single-player,RPG,187,False,0.033333333,9900,2017-06-23,2009-11-05,"RPG,Fantasy,Story Rich,Multiple Endings,Singleplayer,Adventure,Masterpiece,Choices Matter,Real-Time with Pause,Atmospheric,Character Customization,Dark Fantasy,Tactical,Party-Based RPG,Open World,Dragons,Romance,Third Person,Action,Female Protagonist",416.0,5559.0
188,"Single-player,Multi-player,Partial Controller Support,Valve Anti-Cheat enabled","Action,Adventure",188,False,0.0,6700,2018-06-22,2007-06-26,"Action,Third-Person Shooter,Adventure,Mechs,Sci-fi,Shooter,Third Person,Robots,Atmospheric,Multiplayer,Masterpiece,Aliens",160.0,453.0
189,"Single-player,Local Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Action,Adventure,Indie,RPG",189,False,0.6,4800,2018-05-14,2016-09-29,"Cute,Adventure,Indie,Platformer,2D,Action,RPG,Metroidvania,Funny,Singleplayer,Exploration,Great Soundtrack,Story Rich,Puzzle,Open World,Hand-drawn,Family Friendly,Pixel Graphics,Colorful,Difficult",69.0,1372.0
190,"Single-player,Steam Achievements,Full controller support,Steam Cloud","Action,Adventure",190,False,0.9833333329999999,17000,2017-06-23,2012-10-08,"Stealth,First-Person,Steampunk,Action,Assassin,Singleplayer,Atmospheric,Story Rich,Adventure,Multiple Endings,Dark,Magic,Dystopian,FPS,RPG,Replay Value,Fantasy,Masterpiece,Open World,Shooter",1058.0,31993.0
191,Single-player,"Adventure,Casual,Indie",191,False,0.2,1500,2017-10-28,2015-03-05,"Indie,Short,Surreal,Funny,Casual,Psychological Horror,Adventure,Nudity,Puzzle,Singleplayer,Horror,Story Rich,Point & Click,Action,Illuminati,Memes,Psychological,Sexual Content,Masterpiece,Open World",492.0,2809.0
192,"Single-player,Steam Trading Cards,Partial Controller Support","Action,Adventure",192,False,6.316666667000001,20800,2018-11-09,2016-02-29,"Open World,Survival,Action,Adventure,Hunting,First-Person,Singleplayer,Crafting,Exploration,FPS,Stealth,Atmospheric,Shooter,Mature,Sandbox,Action RPG,RPG,Co-op,Strategy,Online Co-Op",2488.0,8351.0
193,"Single-player,Online Multi-Player,Steam Achievements,Full controller support,Steam Trading Cards,In-App Purchases,Steam Cloud,Valve Anti-Cheat enabled","Adventure,Indie,RPG,Strategy",193,False,0.0,5800,2018-08-06,2015-09-01,"Board Game,Turn-Based Strategy,Multiplayer,Strategy,Card Game,Fantasy,Indie,Dark Fantasy,Adventure,Hex Grid,Turn-Based,RPG,Great Soundtrack,Tactical RPG,Cute,Singleplayer,Multiple Endings,Grand Strategy,Kickstarter,Benchmark",1359.0,5683.0
194,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Adventure,Indie",194,False,0.0,6800,2017-10-28,2014-09-25,"Detective,Atmospheric,Mystery,Walking Simulator,Exploration,First-Person,Adventure,Horror,Singleplayer,Story Rich,Supernatural,Puzzle,Lovecraftian,Indie,Open World,Great Soundtrack,Short,Psychological Horror,Masterpiece,Beautiful",699.0,5338.0
195,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Adventure,Indie",195,False,2.116666667,3500,2017-10-25,2016-02-09,"Adventure,Atmospheric,Story Rich,Walking Simulator,Mystery,First-Person,Singleplayer,Exploration,Open World,Great Soundtrack,Indie,Short,Comedy,Funny,Drama,Colorful,Mature,Thriller,Horror,Casual",5298.0,32156.0
196,"Single-player,Multi-player,Co-op,Steam Trading Cards,In-App Purchases,Partial Controller Support",Action,196,False,2.633333333,8800,2017-12-22,2015-12-01,"FPS,Multiplayer,Tactical,Shooter,Team-Based,Action,First-Person,Competitive,Co-op,Strategy,Realistic,Online Co-Op,Destruction,Physics,Atmospheric,Psychological Horror,Massively Multiplayer,Singleplayer,Casual,Simulation",50297.0,249706.0
197,"Single-player,Multi-player,Online Multi-Player,Local Multi-Player,Co-op,Online Co-op,Local Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Captions available,Steam Workshop,Steam Cloud,Includes level editor","Adventure,RPG,Strategy",197,False,92.63333333,13300,2017-12-04,2017-09-14,"RPG,Story Rich,Turn-Based,Co-op,Fantasy,Character Customization,Open World,Adventure,Turn-Based Combat,Strategy,Multiplayer,Singleplayer,CRPG,Great Soundtrack,Turn-Based Tactics,Party-Based RPG,Atmospheric,Isometric,Indie,Female Protagonist",2488.0,47530.0
198,"Single-player,Steam Achievements,Captions available,Partial Controller Support,Steam Cloud","Adventure,Indie,RPG,Strategy",198,True,0.0,0,2017-06-23,2014-09-18,"RPG,Post-apocalyptic,Turn-Based,Strategy,Tactical,Adventure,Isometric,Singleplayer,Kickstarter,CRPG,Open World,Indie,Turn-Based Strategy,Sci-fi,Crowdfunded,Survival,Atmospheric,Exploration,Old School,Early Access",762.0,3578.0
199,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,Steam Cloud","Adventure,Indie,Simulation",199,False,0.0,6800,2018-07-18,2014-11-14,"Survival,War,Atmospheric,Singleplayer,Strategy,Choices Matter,Simulation,Crafting,Indie,Stealth,Post-apocalyptic,Adventure,2D,Side Scroller,Difficult,Point & Click,Open World,2.5D,Platformer,Rogue-like",2399.0,41729.0
200,Single-player,"Adventure,Free to Play",200,True,0.0,0,2019-08-11,2018-11-13,"Free to Play,Adventure,VR",0.0,0.0
201,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud",Adventure,201,False,0.0,7000,2019-08-11,2016-06-29,"Puzzle,Psychological Horror,Visual Novel,Story Rich,Mystery,Choices Matter,Anime,Adventure,Horror,Sci-fi,Singleplayer,Great Soundtrack,Mature,Multiple Endings,Gore,Thriller,Atmospheric,Point & Click,Dark,Violent",154.0,1422.0
202,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Action,Adventure,Indie",202,False,1.166666667,5000,2016-11-13,2015-09-29,"Adventure,Mythology,Action,Indie,Female Protagonist,Hand-drawn,Difficult,Atmospheric,Singleplayer,Exploration,Great Soundtrack,2D,Isometric,Fantasy,Kickstarter,Controller,Story Rich,RPG,Action-Adventure,Souls-like",296.0,1202.0
203,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Indie,Simulation,Strategy",203,False,1.25,4800,2017-04-11,2016-08-09,"Strategy,Pixel Graphics,Survival,Indie,Base Building,Singleplayer,Tower Defense,2D,Building,Simulation,Medieval,Exploration,Adventure,Fantasy,Atmospheric,Great Soundtrack,Side Scroller,Rogue-like,Casual,Open World",560.0,4058.0
204,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Adventure,Indie,Simulation,Strategy",204,False,1.4,8000,2017-12-22,2017-08-01,"Survival,Open World,Exploration,Atmospheric,First-Person,Singleplayer,Adventure,Crafting,Sandbox,Simulation,Post-apocalyptic,Indie,Walking Simulator,Survival Horror,Early Access,Strategy,Action,Difficult,Horror,Female Protagonist",4142.0,43758.0
205,"Single-player,Multi-player,Co-op,Steam Trading Cards,In-App Purchases,Partial Controller Support","Action,Free to Play",205,True,0.016666667,0,2015-08-03,2013-03-25,"Free to Play,Action,Co-op,Multiplayer,Third-Person Shooter,Sci-fi,Ninja,Shooter,Parkour,Space,Online Co-Op,Futuristic,Third Person,Massively Multiplayer,PvE,RPG,Hack and Slash,Singleplayer,FPS,Cyberpunk",332.0,2713.0
206,"Single-player,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards","Violent,Gore,Action,Indie,RPG",206,False,0.316666667,6000,2017-12-22,2016-05-17,"Souls-like,Metroidvania,Difficult,RPG,Dark Fantasy,2D,Action,Platformer,Indie,Gore,Atmospheric,Local Co-Op,Dark,Side Scroller,Action RPG,Co-op,Singleplayer,Adventure,Violent,Horror",638.0,6989.0
207,"Single-player,Multi-player,Online Multi-Player,Online Co-op,Cross-Platform Multiplayer,Steam Trading Cards,Partial Controller Support",RPG,207,False,0.0,3600,2018-06-12,2009-04-30,"RPG,Open World,Fantasy,Third Person,Singleplayer,Multiplayer,Adventure,Action,Medieval,Action RPG,Story Rich,Character Customization,Masterpiece,Dark Fantasy,Magic,Hack and Slash,Co-op",486.0,1220.0
208,"Single-player,Online Co-op,Full controller support","Adventure,Indie",208,False,7.4,9000,2017-10-15,2019-02-05,"Open World,Survival,Space,Multiplayer,Exploration,Sandbox,Base Building,Co-op,Building,Adventure,Crafting,Sci-fi,Early Access,Third Person,Atmospheric,Singleplayer,Colorful,Great Soundtrack,Indie,Voxel",4930.0,29499.0
209,"Single-player,Multi-player,Co-op,Partial Controller Support,Steam Cloud","Action,Adventure,Indie,Simulation",209,False,2.7,7000,2017-12-09,2018-04-30,"Survival,Open World,Horror,Crafting,Adventure,Building,Survival Horror,First-Person,Action,Exploration,Sandbox,Atmospheric,Simulation,Singleplayer,Indie,Realistic,Gore,Early Access,Masterpiece,Zombies",8055.0,102948.0
210,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards",Adventure,210,False,0.0,5000,2019-04-25,2016-11-10,"Adventure,Point & Click,Mystery,Singleplayer,Puzzle,Dark",28.0,141.0
211,"Single-player,Multi-player,Online Multi-Player,Local Multi-Player,Co-op,Online Co-op,Local Co-op,Cross-Platform Multiplayer,Steam Achievements","Action,Strategy",211,False,0.0,11600,2019-07-08,2015-08-18,"Strategy,RTS,Multiplayer,Space,Base Building,Robots,Sci-fi,War,Action,Co-op,Building,Singleplayer,Grand Strategy,Open World,Futuristic,Mechs,Destruction,Indie,Great Soundtrack,Casual",1142.0,4711.0
212,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards","Action,Adventure,Casual,Indie,Simulation",212,False,4.183333333,6800,2017-04-04,2016-08-02,"Relaxing,Atmospheric,Underwater,Exploration,Great Soundtrack,Adventure,Singleplayer,Casual,Colorful,Indie,Fantasy,Family Friendly,Short,Story Rich,Open World,Simulation,Third Person,Beautiful,Walking Simulator,Controller",992.0,12903.0
213,"Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Full controller support,Steam Trading Cards,In-App Purchases","Action,RPG",213,False,11.51666667,3700,2016-10-14,2013-08-13,"Co-op,Action,FPS,Heist,Online Co-Op,Stealth,Multiplayer,Crime,Shooter,Team-Based,First-Person,Great Soundtrack,Gun Customization,Tactical,PvE,Strategy,Singleplayer,Simulation,Funny,Adventure",34095.0,193310.0
214,"Single-player,Online Multi-Player,Steam Trading Cards,In-App Purchases,Partial Controller Support","Action,Sports",214,False,6.3,11800,2018-11-26,2016-12-02,"Sports,Open World,Multiplayer,Action,Simulation,Atmospheric,Exploration,Great Soundtrack,Adventure,First-Person,Racing,Singleplayer,Co-op,Third Person,Realistic,Sandbox,Casual,VR,Snowboarding,Massively Multiplayer",2533.0,7796.0
215,"Single-player,Multi-player,Online Multi-Player,Local Multi-Player,Co-op,Online Co-op,Local Co-op,Partial Controller Support,Includes level editor","Action,Indie",215,False,0.0,3600,2017-06-28,2012-01-31,"Action,FPS,Co-op,Comedy,Multiplayer,Shooter,First-Person,Gore,Funny,Classic,Adventure,Singleplayer,Indie,Sci-fi,Masterpiece,Online Co-Op,Colorful,Great Soundtrack,Atmospheric,Open World",614.0,4692.0
216,"Single-player,Steam Achievements,Steam Trading Cards,Steam Leaderboards","RPG,Strategy",216,False,0.15,4000,2018-03-22,2015-07-28,"Strategy,RPG,Fantasy,Story Rich,Atmospheric,Mythology,Choose Your Own Adventure,Difficult,Cult Classic,Interactive Fiction,Classic,Adventure,Retro,Remake,Medieval,Board Game,1980s,1990's,Choices Matter",51.0,177.0
217,"Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Remote Play on Phone,Remote Play on Tablet","Adventure,Indie",217,False,0.0,6800,2018-04-21,2016-03-01,"Adventure,Point & Click,Comedy,Singleplayer,Story Rich,Time Travel,Funny,Puzzle,Indie,Great Soundtrack,Masterpiece,2D,Steampunk,Classic,Hand-drawn,Dark Humor,1990's,Retro,Cult Classic",200.0,1238.0
218,"MMO,Steam Trading Cards,Partial Controller Support","Massively Multiplayer,RPG",218,False,9.883333333,6900,2017-08-24,2017-05-22,"RPG,MMORPG,Open World,Massively Multiplayer,Fantasy,Multiplayer,Adventure,First-Person,Exploration,Story Rich,Third Person,Action,Magic,Co-op,Atmospheric,Great Soundtrack,Action RPG,Singleplayer,Masterpiece,Sandbox",9237.0,32155.0
